title,score,type,status,start_date,end_date,members,favorites,sfw,genres_score,themes_score,demographics_score,serializations_score
Yoshinatsu,6.68,one_shot,finished,2007-06-07,2007-06-07,496,0,TRUE,7.11037890424987,6.93,7.01893118148599,6.93
Mesuiki: Hame Trip,6.89,manga,finished,2012-12-17,2017-03-21,313,1,FALSE,6.76919375,6.93,6.93,6.85125
Kasouba no Nai Machi ni Kane ga Naru Toki,6.01,manga,finished,2014-02-28,2019-02-23,1457,0,TRUE,6.82260273972603,6.93,6.93,6.19833333333333
"Kikasete yo, Ai no Kotoba wo",6.85,manga,finished,2012-06-08,2012-06-08,473,0,FALSE,6.92562123032401,6.93,6.93,6.91944444444444
Yakyuu Tengoku,6.85,manga,finished,2006-01-01,2006-01-01,349,0,TRUE,6.999567173656375,6.93,6.93,6.99464788732394
Sumiyaki Monogatari,6.73,manga,finished,2005-08-12,2005-08-12,448,3,TRUE,7.09760306242638,6.93,6.92562576938859,6.93
Konohana Link,6.63,manga,finished,2007-12-18,2010-03-18,559,1,FALSE,6.83046325279558,6.93,6.93,6.61037037037037
Boy Fusion Girl,5.85,one_shot,finished,2011-07-27,2011-07-27,692,1,TRUE,6.911131826386703,6.92470635431823,6.92562576938859,6.58555555555556
Tokyo Mew Mew: 2020 Re-Turn♡,6.76,manga,finished,2019-12-28,2020-02-03,588,5,TRUE,7.01224000931245,7.25,7.01893118148599,7.10766990291262
Pika Pika Days,6.61,manga,finished,2006-01-01,2006-01-01,409,0,FALSE,6.92562123032401,6.93,6.93,6.93
Trance Knights,6.51,manga,finished,2011-10-18,2012-10-18,601,1,TRUE,7.02224662567592,6.93,7.02829368334701,6.41
Princess no Kakurega,6.66,manga,finished,2009-01-01,2009-01-01,345,0,TRUE,7.00461209842789,6.93,6.93841503267974,6.62338028169014
Kyojiri JK Nirugame-chan,6.45,manga,finished,2022-01-20,2022-01-20,923,1,TRUE,6.99514661646792,6.99883732920856,6.93,6.93
Yome ga Loli tte Doo yo!?,6.24,manga,finished,2010-12-22,2011-05-21,618,0,TRUE,6.99514661646792,6.93,6.92562576938859,6.73137931034483
Assari Chocolate,6.49,manga,finished,2002-01-01,2002-01-01,460,0,TRUE,6.93,6.93,7.01893118148599,6.9952380952381
Uragiri no Butoukai,6.27,manga,finished,2009-01-01,2009-01-01,561,1,TRUE,7.00461209842789,6.93,6.93841503267974,6.62338028169014
Divine Melody Sequel,6.77,manhua,finished,2009-10-26,2010-03-11,393,1,TRUE,7.090249373411203,6.938190205543441,7.01893118148599,7.17
Iro Otoko,6.77,manga,finished,2003-06-01,2009-04-30,385,0,FALSE,6.991558365831445,7.16427514792899,6.93,7.12403100775194
Gate: Teikoku no Bara Kishidan - Piña Co Lada 14-sai,6.6,manga,finished,2015-03-19,2016-04-07,664,1,TRUE,7.013569867983275,7.24032051282051,6.93,6.55452380952381
Sugars,6.83,manga,finished,2006-01-01,2006-01-01,407,4,TRUE,6.98568113450795,6.93,7.01893118148599,7.14390728476821
Coppelion Site Story,6.83,manga,finished,2013-09-14,2013-09-30,405,1,TRUE,6.93,6.93,6.92562576938859,7.01152173913044
Nakamura Koedo to Daizu Keisuke wa Umakuikanai,6.51,manga,finished,2013-09-09,2015-03-09,906,1,TRUE,6.99514661646792,6.99883732920856,7.02829368334701,7.01647058823529
Kimi wa Kokan no Mochigusare,6.5,manga,finished,2018-04-06,2018-09-07,490,2,FALSE,6.9456411983853235,6.93,6.93,6.93
Yotsunoha,6.47,manga,finished,2008-01-30,2008-07-30,636,1,TRUE,7.033557379061904,6.93,6.93,6.83333333333333
Lost Mouse Girl,6.87,one_shot,finished,2011-02-10,2011-02-10,193,0,TRUE,6.93,6.99883732920856,7.01893118148599,7.10689655172414
Eien,6.64,doujinshi,finished,2009-12-31,2010-08-15,527,5,FALSE,6.8734787368826735,6.93,6.93,6.93
Jisatsu Yuugi,6.29,doujinshi,finished,2009-05-01,2009-05-01,817,3,TRUE,6.54096774193548,6.93,6.93,6.93
Hiiro no Hana,6.29,one_shot,finished,2011-01-01,2011-01-01,566,0,FALSE,6.966278862865986,7.02945701357466,6.93,6.93
Totsukitooka,6.63,manga,finished,2011-02-03,2016-05-01,600,2,FALSE,6.939786327124935,6.93,6.93,6.93
Eyes on You: Hitomi no Naka de Kagayaite,6.75,manga,finished,2008-01-01,2009-01-01,451,4,TRUE,7.00461209842789,6.93,7.01893118148599,6.93
Boys of the Dead,6.75,manga,finished,2019-02-28,2020-12-26,434,6,FALSE,6.94605602615598,6.93,6.93,6.99410256410256
Kotoba no Nai Love Letter,6.62,manga,finished,1999-02-24,1999-12-24,423,0,TRUE,7.05749550133888,6.93,7.01893118148599,7.09650602409639
Love x Rob x Stockholm,6.61,manga,finished,2009-04-22,2010-05-22,847,2,TRUE,7.008402064105627,6.93,7.02829368334701,7.18098360655738
Boiling Head,5.69,one_shot,finished,2000-11-01,2000-11-01,651,1,TRUE,7.0095802919708,6.93,6.93,6.064375
Tora ni Tsubasa,6.59,manga,finished,2011-08-11,2012-09-12,602,0,FALSE,6.83046325279558,6.99883732920856,6.93,6.81212121212121
Oidemase Nyan Nyan,6.8,manga,finished,2007-03-29,2012-02-29,342,0,FALSE,6.76919375,6.93,6.93,6.7330303030303
Kaikan Styling,6.3,manga,finished,2003-01-01,2003-01-01,604,0,TRUE,7.00461209842789,6.93,7.01893118148599,6.93
Kaijuu no Tokage,6.76,manga,finished,2019-04-12,2020-07-10,570,0,TRUE,7.03397149998821,6.93,7.02829368334701,7.17571428571429
Torokeru Kuchibiru,6.9,manga,finished,2017-03-24,2018-08-24,286,0,FALSE,6.92562123032401,6.93,6.93,6.92875
Love Song,6.39,manga,finished,2011-03-29,2011-03-29,688,2,FALSE,6.92562123032401,7.21256,6.93,6.93
Renai Saiban no Yukue,6.46,manga,finished,2007-11-01,2008-06-01,626,0,FALSE,6.92562123032401,6.93,6.93,7.05034482758621
Lovers in Winters,6.28,manga,finished,2004-05-28,2005-07-28,839,4,FALSE,6.953740947249212,6.93,6.93,6.79983870967742
Goodbye Dystopia,6.67,manga,finished,2018-03-17,2019-05-17,668,3,TRUE,6.994677945652277,6.93,6.93,6.76602836879433
Mashiro-iro Symphony: Twinkle Moon,6.67,manga,finished,2011-10-01,2012-01-01,444,1,TRUE,7.05749550133888,6.99883732920856,6.93,6.97268292682927
Umi ni Ochiru Tsubame,6.71,manga,finished,2006-01-01,2006-01-01,343,0,TRUE,7.13057954545455,6.93,6.93841503267974,7.03219512195122
Baptist: Manipulated Age of the Gods,6.78,manhwa,finished,2008-12-15,2010-06-15,570,1,TRUE,7.071362925264065,7.10944881889764,6.93,7.27
Andromeda Stories,6.78,manga,finished,1980-11-01,1982-05-01,527,1,TRUE,7.049082689265077,7.24208955223881,6.93,7.28756756756757
Oneesan ja Dame Kashira?,6.78,manga,finished,2006-06-29,2008-09-17,330,0,FALSE,6.76919375,6.93,6.93,6.84288461538462
Zangyou de Good Job!,6.72,one_shot,finished,2006-07-01,2006-07-01,333,2,FALSE,6.76919375,6.93,6.93,6.83923076923077
Versailles of the Dead,6.6,manga,finished,2016-01-07,2020-10-24,1354,5,TRUE,6.928757849553534,7.16427514792899,6.92562576938859,6.8532
Boku no Kawaii Hito Dakara,5.79,manga,finished,2003-09-25,2003-09-25,744,1,FALSE,6.98720712163263,6.93,6.93,6.93
Nikutai Communication,6.82,manga,finished,2011-02-28,2014-03-28,406,2,FALSE,6.76919375,6.93,6.93,6.7330303030303
Haru to Kyuuketsuki,6.82,manga,finished,2014-09-22,2015-11-21,286,1,FALSE,6.95662425455944,7.02945701357466,6.93,7.26822222222222
Koi ni Ochite Kudasai,6.74,manga,finished,2010-07-22,2010-12-22,571,0,TRUE,6.94506027323868,6.93,6.93,6.99410256410256
Kareshi to Ore to Ore no Kouhai,6.49,one_shot,finished,2015-08-10,2015-08-10,546,0,FALSE,6.92562123032401,6.93,6.93,6.80377777777778
Kimi ga Radio wo Suki dakara,6.77,manga,finished,2020-11-26,2022-01-26,656,1,TRUE,6.99514661646792,6.99883732920856,7.02829368334701,7.00973214285714
Osananajimi wa Boku no Hero!,6.36,manga,finished,2013-12-26,2015-01-09,641,0,FALSE,6.98720712163263,6.93,6.93,6.93
Peace no Oshigoto,6.35,one_shot,finished,2011-04-25,2011-04-25,500,0,TRUE,6.99514661646792,6.99883732920856,6.92562576938859,6.94318181818182
Oppai Yuri Anthology,6.47,manga,finished,2020-10-26,2020-10-26,800,0,FALSE,6.83046325279558,6.93,6.93,6.93
Million Dollar Man,6.47,one_shot,finished,2014-12-13,2014-12-13,489,0,TRUE,6.99514661646792,6.99883732920856,7.01893118148599,7.04922330097087
Tounan Kadobeya Kare no Koi,6.46,manga,finished,2014-10-30,2015-05-30,589,0,TRUE,7.021331667832531,6.93,6.93,6.88013157894737
Otaku Onna to Danshikousei,6.55,manga,finished,2019-01-07,2019-03-01,518,1,TRUE,7.02929876512074,6.93,6.93,6.725
Gyokusenbou Yawa,6.5,manga,finished,2006-07-12,2006-07-12,575,0,FALSE,6.92562123032401,6.93,6.93,6.74315789473684
Otome Zukushi,6.7,manga,finished,2011-06-02,2012-10-02,451,1,FALSE,6.76919375,6.93,6.93,6.83923076923077
Phase 20 2,6.33,one_shot,finished,2011-11-19,2011-11-19,713,0,TRUE,7.050391213114513,7.25,6.92562576938859,6.61910714285714
Aishiatteru Futari,6.25,manga,finished,2002-01-01,2004-02-07,651,0,TRUE,7.051162256493351,6.93,7.01893118148599,7.0455421686747
"Nee, Onnanoko ni Shite Ageru",6.83,manga,finished,2019-08-09,2020-04-09,252,0,FALSE,6.92562123032401,6.93,6.93,6.80377777777778
Manatsu no Mermaid,6.52,manga,finished,2008-01-01,2008-01-01,426,0,TRUE,7.00461209842789,6.93,6.93841503267974,6.62338028169014
Futanari Parfait,6.88,manga,finished,2008-05-04,2010-06-29,338,1,FALSE,6.76919375,6.93,6.93,6.93
my little world,6.84,manga,finished,2009-01-01,2009-01-01,338,1,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,6.90478260869565
Teacher x Teacher,6.85,manga,finished,2012-08-28,2013-02-28,332,2,FALSE,6.76919375,6.97017016761029,6.93,6.79983870967742
Sahara no Kurowashi,6.85,manga,finished,2017-07-07,2019-12-20,321,0,FALSE,6.92562123032401,6.93,6.93,6.79722222222222
Mahou Shoujo no Kareinaru Yosei,6.86,manga,finished,2015-09-19,2018-11-19,613,3,TRUE,7.013569867983275,6.93,6.93,6.8975
Boku to Kanojo no Shujuu Kankei,6.86,manga,finished,2012-01-18,2012-01-18,424,2,FALSE,6.76919375,6.93,6.93,6.83818181818182
Honoo no Mirage,6.87,manga,finished,1994-08-24,1997-04-24,484,3,TRUE,7.0314233739078436,7.16427514792899,6.93841503267974,6.935
Bitch Stream,6.8,manga,finished,2013-12-28,2016-04-28,433,2,FALSE,6.76919375,6.93,6.93,6.7330303030303
Akuma ni Kiss wo,6.71,manga,finished,2013-06-07,2015-06-09,645,1,FALSE,6.92562123032401,6.93,6.93,6.886875
Ore no Pantsu ga Hitojichi ni Torareteimasu,6.4,manga,finished,2015-09-30,2016-01-29,635,2,FALSE,6.92562123032401,6.99883732920856,6.93,6.70444444444444
Shoujo-tachi no Sadism,6.61,manga,finished,2009-02-21,2015-11-21,591,6,FALSE,6.76919375,6.99883732920856,6.93,6.83742424242424
Pochapocha Suiei-bu,6.59,manga,finished,2010-03-17,2015-02-17,937,0,TRUE,7.041642098467165,6.99883732920856,6.93,6.815
Nika Kiri!,6.48,one_shot,finished,2012-07-18,2012-07-18,508,4,TRUE,7.010583944798147,6.93,6.93,7.3489230769230804
Cafe-Tic Love,6.72,manga,finished,2002-05-01,2002-10-01,438,0,TRUE,7.00461209842789,6.93,7.01893118148599,7.00196202531646
Shikabanechou Undead,6.54,manga,finished,2015-11-25,2018-03-10,971,6,TRUE,6.928757849553534,6.93,6.93,7.045
Canvas,6.47,one_shot,finished,2006-03-13,2006-03-13,544,0,FALSE,6.8869029242139455,6.99883732920856,6.93,6.81983870967742
Ojamajo Doremi,6.62,manga,finished,1999-02-03,2000-10-03,585,4,TRUE,6.98568113450795,6.93,7.01893118148599,7.10766990291262
Virgin Ripper,6.62,manga,finished,2009-06-18,2012-11-01,550,2,TRUE,7.0437699767916655,6.93,6.93,6.93
Mister X wo Sagase,6.62,manga,finished,2009-01-01,2009-01-01,363,0,TRUE,7.00461209842789,6.93,6.93841503267974,6.62338028169014
Subete ga Chottozutsu Yasashii Sekai,6.73,manga,finished,2011-09-22,2012-09-21,366,3,TRUE,6.93,6.93,6.92562576938859,7.07
Koi Maguwai,6.82,manga,finished,2013-03-22,2014-12-22,622,3,FALSE,6.76919375,6.93,6.93,6.85181818181818
Boku no Kawaii Oneesan,6.82,manga,finished,2010-04-28,2013-01-29,368,1,FALSE,6.76919375,6.93,6.93,6.7330303030303
Namaiki Shoujo,6.77,manga,finished,2013-05-21,2014-12-26,343,1,FALSE,6.76919375,6.93,6.93,6.83742424242424
Nomino,6.49,manga,finished,2003-05-01,2011-02-01,469,0,TRUE,7.041642098467165,6.93,6.93841503267974,6.74611111111111
Aokushimitama Blue Seed,6.2,manga,finished,1992-02-01,1996-06-01,876,3,TRUE,6.972786973218254,6.93,6.92562576938859,6.2
Kanojo to Ane no Nijuurasen,6.6,manga,finished,2005-05-27,2007-05-28,475,1,FALSE,6.810040085197054,6.93,6.93,6.79983870967742
H Sketch!,6.7,manga,finished,2008-11-01,2014-11-27,469,1,FALSE,6.76919375,6.93,6.93,6.77885245901639
Hitozuma Haramu,6.68,doujinshi,finished,2019-08-11,2019-08-11,355,2,FALSE,6.76919375,6.93,6.93,6.93
Oneechan ga Mamotte Ageru!,6.34,manga,finished,2012-08-25,2013-11-25,593,2,TRUE,6.812456244993726,6.87057613168724,6.93,6.32478260869565
Otona Gokko,6.58,manga,finished,2013-06-28,2015-01-30,484,0,TRUE,7.027719588744276,6.99883732920856,6.93,6.91155555555556
Angel Cup,6.79,manhwa,finished,2001-01-01,2001-01-01,395,4,TRUE,7.01987760429101,7.16848484848485,6.93,6.93
Chidaruma Kenpou - Onorera ni Tsugu,5.92,manga,finished,1960-01-01,1960-01-01,825,1,TRUE,6.93,7.146010442887387,6.92562576938859,6.93
Fumajime ni Uraraka,6.89,manga,finished,2014-06-13,2015-10-14,280,1,FALSE,6.76919375,6.99883732920856,6.93,6.85125
Virgin,6.76,manga,finished,2004-08-02,2006-04-01,388,8,FALSE,6.76919375,6.93,6.93,6.83923076923077
Koi-iro Canvas,6.61,one_shot,finished,2013-08-10,2013-08-10,422,0,TRUE,7.00461209842789,6.93,7.01893118148599,7.0719014084507
Eiyuu to Shounen,6.39,one_shot,finished,2015-04-07,2015-04-07,558,0,TRUE,7.027719588744276,7.16427514792899,6.93,7.0455421686747
Iya yo Iya yo mo?,6.32,manga,finished,2015-03-24,2016-02-24,634,0,FALSE,6.92562123032401,6.99883732920856,6.93,6.74769230769231
Suki da Nante Ienai,6.52,manga,finished,2006-01-01,2006-01-01,497,1,FALSE,6.95195151969197,6.93,6.93,6.93
Anezukushi,6.8,manga,finished,2009-07-02,2012-10-27,421,1,FALSE,6.76919375,6.93,6.93,6.79983870967742
Kawaii Satou-kun,6.78,one_shot,finished,2018-06-13,2018-06-13,294,2,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.10311688311688
Atatamete Kureru Hito.,6.78,manga,finished,2013-07-19,2014-07-19,269,1,FALSE,6.982948507691467,6.93,6.93,7.28581395348837
I Love!,6.83,manga,finished,2009-09-19,2009-09-19,357,2,FALSE,6.8869029242139455,6.93,6.93,6.84288461538462
Unicorn Otousan,6.65,manga,finished,2017-12-12,2018-07-10,415,2,TRUE,7.03397149998821,6.93,6.93,6.88666666666667
Hi ga Kuretemo Aruiteru,6.65,manga,finished,2001-01-01,2001-01-01,407,0,TRUE,6.93,6.93,7.01893118148599,6.93
Kekkon made Ecchi wa Kinshi!?: Nengan no Shoya wo Makaeta Futari no Ohanashi.,6.49,manga,finished,2018-11-01,2019-09-06,468,0,TRUE,7.05749550133888,6.93,6.93,6.93
"I Love You, Vampire",6.87,manhwa,finished,2012-01-01,2012-01-01,465,0,TRUE,7.029825610054003,7.01414717139161,7.01893118148599,6.93
Harame! Nikubenki,6.87,manga,finished,2010-02-05,2011-07-05,291,1,FALSE,6.76919375,6.93,6.93,6.83818181818182
Cor Leonis - Shishi no Sinzou,6.74,manga,finished,2008-01-01,2008-01-01,332,0,FALSE,6.92562123032401,6.93,6.93,6.93
Nanako-san-teki na Nichijou,6.36,manga,finished,1998-08-03,2002-04-10,1190,5,TRUE,6.83276667562836,6.93,6.93,6.395
Ping Pong Dash!!,6.84,manga,finished,2004-01-06,2009-11-06,481,4,TRUE,7.01987760429101,6.93,7.02829368334701,6.88304347826087
Josou Shounen Anthology,6.86,manga,finished,2009-04-22,2009-04-22,753,5,TRUE,6.94506027323868,6.87057613168724,6.93,6.93
Sensei! Koi no Shitsumon desu!,6.59,one_shot,finished,2013-12-01,2013-12-01,395,0,FALSE,6.92562123032401,6.99883732920856,6.93,6.776
Onikiri Juuzo,6.72,manga,finished,1998-04-01,2000-08-02,499,2,TRUE,7.02677163120567,7.1144500113224645,6.92562576938859,6.80230769230769
Fragment,6.72,one_shot,finished,2011-01-01,2011-01-01,296,0,TRUE,7.04454043523602,6.93,6.93,6.95611570247934
Isuzu no Counter,6.2,manga,finished,2007-08-27,2007-12-27,672,2,FALSE,6.83046325279558,6.93,6.93,6.77885245901639
Senpai no Houkago Osawari Kyoushitsu,5.89,one_shot,finished,2013-05-27,2013-05-27,638,0,TRUE,6.83276667562836,6.99883732920856,7.02829368334701,6.92595419847328
Saru to Momo,6.7,manga,finished,2018-04-21,2019-02-22,346,0,FALSE,7.00290291915794,6.93,6.93,7.01506666666667
Binbou Himanashi Koiseyo Botan,6.54,one_shot,finished,2015-02-05,2015-02-05,429,0,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.00196202531646
Kalyx,6.77,manga,finished,2013-05-25,2015-01-24,799,2,TRUE,7.03491295938104,7.24032051282051,6.93,6.94818181818182
Junai Caricature,6.53,manga,finished,2015-09-24,2016-07-25,473,0,FALSE,6.92562123032401,6.93,6.93,6.92875
Kokuhaku,6.67,manga,finished,2010-02-02,2010-05-01,393,1,TRUE,7.11037890424987,6.93,6.93841503267974,6.72
Hana to Sumi,6.67,manga,finished,2018-08-24,2019-04-25,351,0,FALSE,6.92562123032401,6.93,6.93,6.6625
Take-out,6.71,doujinshi,finished,2004-12-30,2004-12-30,328,1,TRUE,6.9261736903041005,6.93,6.93,6.93
Gakuen Densetsu: Hasami Onna,6.52,manga,finished,2012-10-08,2012-10-08,524,2,TRUE,6.9206165213781645,6.93,7.01893118148599,6.93
Genshi Otome to Kami no Tou,6.34,manga,finished,2014-11-06,2015-09-05,667,1,TRUE,6.93,7.16427514792899,6.92562576938859,6.567
Daites-ryou Koubouki,6.76,manga,finished,2016-11-16,2021-05-19,616,0,TRUE,7.023035349943244,6.93,7.01893118148599,6.55452380952381
Midnight Dog Show,6.61,manga,finished,2013-04-10,2013-04-10,556,0,FALSE,6.92562123032401,6.93,6.93,6.93
Nude na Kajitsu-tachi,6.51,manga,finished,2004-12-24,2005-11-24,611,0,TRUE,7.00461209842789,6.93,7.01893118148599,6.81648648648649
Retro BL,6.69,manga,finished,2017-07-10,2017-07-10,452,0,FALSE,6.92562123032401,7.16427514792899,6.93,6.93
M Onna Senka,6.69,manga,finished,2003-11-15,2006-05-16,381,4,FALSE,6.76919375,6.93,6.93,6.74
Love Letter From Kanata,5.54,manga,finished,2000-08-01,2000-08-01,824,4,FALSE,6.93020142425155,6.93,6.92562576938859,6.93
Kyonyuu Dragon,5.68,manga,finished,2004-07-20,2004-10-19,742,2,TRUE,6.880762262590947,6.93,6.92562576938859,6.80230769230769
Babylonia no Shishi,6.79,manga,finished,2010-01-01,2014-06-07,570,0,TRUE,7.080184607991869,7.16427514792899,6.93841503267974,7.15166666666667
"Kore wa Ai de, Koi ja Nai",6.79,manga,finished,2019-07-20,2021-04-05,485,6,TRUE,6.99514661646792,6.99883732920856,7.01893118148599,7.00196202531646
Brother Soul,6.79,one_shot,finished,2012-04-17,2012-04-17,264,0,FALSE,6.76919375,6.93,6.93,6.84288461538462
Light Wing,6.45,manga,finished,2010-09-18,2011-02-21,695,1,TRUE,7.01987760429101,7.16848484848485,7.02829368334701,6.91140992167102
Crush,6.5600000000000005,doujinshi,finished,2007-08-19,2007-12-30,406,0,TRUE,6.965370703873315,6.93,6.93,6.93
Houkago no Sukima,6.78,manga,finished,2013-08-02,2014-03-14,378,2,FALSE,6.76919375,6.93,6.93,6.85125
Gokumane!,6.6,one_shot,finished,2021-09-15,2021-09-15,354,0,TRUE,6.98568113450795,6.93,7.02829368334701,7.25005747126437
Junketsu Diablos,6.5,one_shot,finished,2011-06-25,2011-06-25,452,0,TRUE,7.0449636609976,6.93,7.01893118148599,6.89118644067797
Tricky Prince,6.8100000000000005,manga,finished,2002-01-17,2008-09-27,316,1,TRUE,6.965370703873315,6.99883732920856,6.93,7.00722222222222
Miharudere,6.8100000000000005,one_shot,finished,2014-05-26,2014-05-26,263,1,FALSE,6.76919375,6.99883732920856,6.93,6.88681818181818
Seraphic Feather,6.47,manga,finished,1993-09-25,2008-06-25,684,9,TRUE,7.02224662567592,6.93,6.92562576938859,7.10347107438017
Sanzensekai no Karasu wo Koroshi,5.88,one_shot,finished,2003-03-10,2003-03-10,679,0,FALSE,6.9950629169820475,7.096866080751825,6.93,6.335
Fairy Clinic,6.47,manga,finished,2004-01-01,2004-01-01,576,4,FALSE,6.86789471426244,7.10944881889764,6.93,6.93
Love Maniac,6.66,manga,finished,2005-01-01,2005-01-01,338,0,TRUE,7.00461209842789,6.93,7.01893118148599,7.09650602409639
Kimi to Itadakimasu,6.87,manga,finished,2009-07-10,2012-09-24,237,0,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.19299145299145
Kedamono Hatsujouki!!,6.36,manga,finished,2011-05-31,2011-05-31,582,2,FALSE,6.991558365831445,6.99883732920856,6.93,6.79722222222222
Katakoi Kazoku,6.36,manga,finished,2014-01-24,2014-08-24,537,0,FALSE,6.98720712163263,6.93,6.93,6.92875
Osananajimi no Kao ga Yosugite Sakaraenai,6.89,manga,finished,2020-04-28,2020-08-04,279,1,TRUE,6.965370703873315,6.93,6.93,7.196
Hetakuso Inma ja Dame desu ka?,6.89,manga,finished,2020-02-25,2020-11-17,242,0,FALSE,6.92562123032401,6.93,6.93,6.93
Seitokai Yakuin toshite Kouhai wo Kyouiku (?) shiteitara Nazeka Love Comedy ni Natteita Ken,6.89,manga,finished,2019-02-25,2019-12-25,208,1,FALSE,6.9456411983853235,6.99883732920856,6.93,7.19916666666667
Chou Oneesan Tengoku,6.73,manga,finished,2001-09-06,2007-07-06,354,1,FALSE,6.76919375,6.94150300601202,6.93,6.93
Strike or Gutter,6.16,manga,finished,2018-07-18,2021-03-17,1740,6,TRUE,6.906535808443597,6.93,6.92562576938859,6.64470588235294
Eien no Yoru no Hate,6.61,manga,finished,2014-12-24,2015-12-25,414,0,FALSE,6.95662425455944,7.02945701357466,6.93,7.05947368421053
Hahaoya Shikkaku: Watashi to Musuko no Mesu Buta Netorare Seikyoiku,6.71,doujinshi,finished,2011-03-26,2011-03-26,411,1,FALSE,6.76919375,6.93,6.93,6.93
Ai♥Heya,6.86,manga,finished,2008-03-26,2008-03-26,385,1,TRUE,7.051107580427135,6.93,6.93841503267974,7.03219512195122
Honoo no Ninjaman,6.86,manga,finished,1991-12-04,1992-09-23,287,0,TRUE,7.03491295938104,7.16427514792899,7.02829368334701,7.22040229885057
Loli Hare Chu,6.77,manga,finished,2010-06-21,2011-11-21,404,2,FALSE,6.76919375,6.93,6.93,6.83742424242424
Tomodachi x Monster,6.59,manga,finished,2014-06-17,2015-05-19,560,4,TRUE,7.0186303030303,6.93,6.92562576938859,7.11289473684211
Free Life: Isekai Nandemoya Funtouki,6.5,manga,finished,2017-11-25,2020-08-26,1107,1,TRUE,7.041580932797643,6.93,7.02829368334701,7.00973214285714
Robotics;Notes: Revival Legacy,6.76,manga,finished,2012-08-18,2013-10-19,715,1,TRUE,7.0095802919708,6.93,6.92562576938859,7.04384615384615
Psychometrer,6.76,manga,finished,2011-04-25,2014-08-18,694,0,TRUE,7.082746252417795,7.05982149682746,6.92562576938859,7.01152173913044
Hakoiri,6.4,manga,finished,2006-08-16,2007-08-21,770,3,TRUE,6.84223215758833,6.93,6.92562576938859,6.38107142857143
Koibito Kakin,6.58,manga,finished,2015-11-20,2016-06-24,439,2,FALSE,6.92562123032401,6.93,6.93,6.93
Days on Fes,6.88,manga,finished,2018-09-25,2020-07-07,573,5,TRUE,7.09760306242638,7.21256,6.93,6.85166666666667
